enunciado;materia;topico_enam;alternativas;alternativa_correta;prova;ano;banca;gabarito;justificativa;fontes_usadas
A respeito da propaganda eleitoral, assinale a alternativa correta.;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;(A) Não se admite o pedido de apoio político e a divulgação de pré-candidatura por ocasião de divulgação de atos parlamentares e debates legislativos. | (B) É vedada a participação de filiados a partidos políticos ou de pré-candidatos em entrevistas no rádio, na televisão e na internet, inclusive para exposição de plataformas e projetos políticos, ainda que as emissoras de rádio e televisão confiram tratamento isonômico a outros partidos políticos ou pré-candidatos. | (C) Constitui propaganda eleitoral antecipada a divulgação de posicionamento pessoal sobre questões políticas, inclusive nas redes sociais. | (D) As prévias partidárias não podem ser transmitidas ao vivo por emissoras de rádio e de televisão, sendo permitida a cobertura jornalística pelos meios de comunicação social.;;TJSP;2023;VUNESP;D;;
Assinale a alternativa que NÃO constitui causa de inelegibilidade.;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;(A) Demissão do serviço público em decorrência de processo administrativo ou judicial, pelo prazo de 8 (oito) anos, contado da decisão. | (B) Aposentadoria compulsória por idade ou pedido de exoneração de magistrado ou membro do Ministério Público, pelo prazo de 3 (três) anos. | (C) A exclusão do exercício de profissão, por decisão sancionatória do órgão profissional competente, em decorrência de infração ético-disciplinar, pelo prazo de 8 (oito) anos. | (D) Condenação com trânsito em julgado ou proferida por órgão judicial colegiado, por desfazer ou simular o desfazimento de vínculo conjugal ou de união estável para evitar caracterização de inelegibilidade, pelo prazo de 8 (oito) anos, contado da decisão que reconhecer a fraude.;;TJSP;2023;VUNESP;B;;
Lúcia deve certa soma em dinheiro a João, tendo sido a obrigação de pagar reconhecida em um título de crédito. Incomodada com o status de devedora, ela quer pagar o quanto antes. Segundo as regras do Código Civil,;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;(A) João é obrigado a receber o pagamento antes do vencimento do título. | (B) ao pagar a quantia total, Lucia poderá exigir de João a quitação regular, mas não a entrega do título. | (C) se ela pagar antes do vencimento, ficará responsável pela validade do pagamento. | (D) quando do vencimento, João poderá recusar o pagamento parcial.;;TJSP;2023;VUNESP;A;;
Sobre a desconsideração da personalidade jurídica, assinale a alternativa correta.;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;(A) Mesmo com a comprovação da existência de grupo econômico, faz-se necessária a presença dos requisitos previstos no artigo 50 do Código Civil para a desconsideração da personalidade da pessoa jurídica. | (B) Constitui desvio de finalidade a alteração da finalidade original da atividade econômica específica da pessoa jurídica. | (C) De acordo com a desconsideração da personalidade jurídica prevista no Código de Defesa do Consumidor (CDC), as sociedades integrantes dos grupos societários e as sociedades controladas são solidariamente responsáveis pelas obrigações decorrentes do CDC. | (D) De acordo com a desconsideração da personalidade jurídica prevista no Código de Defesa do Consumidor (CDC), as sociedades coligadas só responderão em caso de dolo.;;TJSP;2023;VUNESP;C;;
Com relação à sociedade anônima,;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;(A) os acionistas respondem solidariamente pela avaliação do valor dos bens conferidos ao capital social da companhia. | (B) deve ser constituída por pelo menos duas pessoas e manter um quadro acionário de, no mínimo, dois acionistas. | (C) é vedada a criação de uma ou mais classes de ações ordinárias com atribuição de voto plural. | (D) é facultado aos acionistas que representem 10% (dez por cento) ou mais do capital social votante requerer a realização de eleição dos conselheiros por voto múltiplo. Direito Empresarial;;TJSP;2023;VUNESP;B;;
Segundo o artigo 125 da Constituição Federal, os Estados organizarão sua Justiça, observados os princípios estabelecidos em mencionada carta constitucional. A competência dos tribunais será definida pela Constituição;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) Estadual, sendo a lei de organização judiciária de iniciativa do legislativo estadual. | (B) Federal, sendo a lei de organização judiciária de iniciativa do legislativo estadual. | (C) Estadual, sendo a lei de organização judiciária de iniciativa do | (D) Federal, sendo a lei de organização judiciária de iniciativa do legislativo estadual com participação do;;TJSP;2024;VUNESP;D;;
Assinale a alternativa que melhor esclarece o que vem a ser o princípio do não retrocesso social.;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) Obtido certo grau de realização, não é possível efetivar ato que modifique o benefício alcançado, salvo se houver autorização legislativa. | (B) Alcançado determinado grau de realização, pode haver a modificação ou redução, desde que seja autorizado por ato normativo (em sentido amplo) após ampla discussão pelos canais competentes sobre o tema. | (C) Obtido um certo grau de realização, passa a constituir, simultaneamente, uma garantia institucional e um direito subjetivo, não havendo possibilidade de reversibilidade dos direitos adquiridos, a não ser que haja esquemas alternativos ou compensatórios. | (D) Atingido determinado grau de realização, não é possível efetivar nenhum ato que aniquile ou modifique um benefício alcançado.;;TJSP;2024;VUNESP;C;;
O E. STF editou a Súmula Vinculante no 13, que possui o seguinte conteúdo: “A nomeação de cônjuge, companheiro ou parente em linha reta, colateral ou por afinidade, até o terceiro grau, inclusive, da autoridade, nomeante ou de servidor da mesma pessoa jurídica investido em cargo de direção, chefia ou assessoramento, para o exercício de cargo em comissão ou de confiança ou, ainda, de função gratificada na administração pública direta e indireta em qualquer dos poderes da União, dos Estados, do Distrito Federal e dos Municípios, compreendido o ajuste mediante designações recíprocas, viola a Constituição Federal”. Pode-se dizer que essa Súmula tem como fundamento o art. 37 da Constituição Federal, que prevê expressamente que são princípios da administração pública direta e indireta:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 9. Organização do Estado e repartição de competências;(A) legalidade, impessoalidade, moralidade, economicidade, prevalência dos interesses gerais. | (B) legalidade, impessoalidade, eficiência, direção/controle e motivação. | (C) legalidade, impessoalidade, moralidade, publicidade e eficiência. | (D) legalidade, impessoalidade, previsibilidade, razoabilidade e segurança jurídica.;;TJSP;2024;VUNESP;D;;
Nos termos do artigo 22 da Constituição Federal, que diz respeito à competência privativa da União para legislar, assinale a alternativa correta.;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 9. Organização do Estado e repartição de competências;(A) Compete privativamente à União legislar, dentre outros, sobre procedimentos em matéria de procedimento processual, juntas comerciais, produção e consumo, florestas, caça, pesca, fauna, responsabilidade por dano ao meio ambiente, ao consumidor, a bens e direitos de valor artístico, estético, histórico, turístico e paisagístico. | (B) Compete privativamente à União legislar, dentre outros, sobre direito tributário, financeiro, penitenciário, econômico e urbanístico, juntas comerciais, produção e consumo, florestas. | (C) Compete privativamente à União legislar, entre outros, sobre previdência social, proteção e defesa da saúde, proteção à infância e juventude, organização, garantias, direitos e deveres das polícias civis. | (D) Compete privativamente à União legislar, dentre outros, sobre direito civil, comercial, penal, processual, eleitoral, agrário, marítimo, aeronáutico, espacial e do trabalho, desapropriação, águas, energia, informática, telecomunicações e radiodifusão, serviço postal, jazidas, minas, outros recursos minerais e metalurgia, nacionalidade, cidadania e naturalização, organização do sistema nacional de emprego e condições para o exercício de profissões.;;TJSP;2024;VUNESP;B;;
Nos termos do direito brasileiro, são impedidos de votar os;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;(A) analfabetos. | (B) que prestam serviço militar obrigatório. | (C) maiores de 70 anos. | (D) cidadãos naturalizados.;;TJSP;2024;VUNESP;B;;
Quanto ao controle concentrado de inconstitucionalidade, assinale a alternativa INCORRETA.;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;(A) O controle concentrado não pode ser exercido pelo Supremo | (B) O controle concentrado pode ser exercido pelos órgãos fracionários do | (C) O controle concentrado pode ser exercido por meio de quatro mecanismos: ação direta de inconstitucionalidade, ação declaratória de constitucionalidade, arguição de descumprimento de preceito fundamental, ação direta de inconstitucionalidade por omissão. | (D) O controle concentrado pode ser exercido pelo Supremo;;TJSP;2024;VUNESP;D;;
De acordo com o artigo 226, § 7o , da Constituição Federal, o planejamento familiar é fundado no princípio da;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;(A) liberdade individual, em prol dos genitores, e o casal pode escolher quaisquer meios científicos existentes para que haja a concretização da procriação, incumbindo ao Estado arcar com todos os custos. | (B) liberdade humana e da autodeterminação dos genitores que podem, por isso, deixar de exercer o direito à paternidade/maternidade responsável com fundamento em decisões individuais, independentemente de quaisquer outras providências. | (C) liberdade individual, em prol dos genitores, tendo o casal livre escolha para optar por quaisquer meios para procriação, incumbindo ao Estado obrigatoriamente arcar com determinada proporção dos custos respectivos. | (D) dignidade da pessoa humana e da paternidade/maternidade responsável e é livre decisão do casal, competindo ao Estado propiciar recursos educacionais e científicos para o exercício desse direito, vedada qualquer forma coercitiva por parte de instituições oficiais ou privadas.;;TJSP;2024;VUNESP;D;;
