Código;enunciado;alternativas;Matéria;Subtópico 1;Subtópico 2
TRF125-80;Janaína, moradora do Distrito Federal, pretende viajar de ônibus para Rio Verde, a fim de visitar seus pais e irmãos. Influenciada por uma amiga, Janaína resolve adquirir pela plataforma Buser uma passagem de ida e volta para aquela agradável cidade de Goiás. Receosa, Janaína indaga a seu filho Francisco, juiz federal da Seção Judiciária de Mato Grosso, se o transporte na modalidade de fretamento coletivo oferecido pela plataforma é conforme a lei. Francisco, à luz da jurisprudência atual do Superior Tribunal de Justiça, responde corretamente à sua mãe que a plataforma de tecnologia que, em conjunto com empresas de fretamento, promove anúncio e cobrança individual de passagens:;"(A) em regime de fretamento aberto não pratica concorrência desleal com o serviço de ônibus regulares; | (B) em regime de fretamento aberto pratica concorrência desleal com o serviço de ônibus regulares; | (C) em regime de fretamento fechado pratica concorrência desleal com o serviço de ônibus regulares; | (D) atua conforme a lei, desde que conceda aos passageiros as gratuidades previstas na legislação; | (E) atua conforme a lei, desde que efetue o pagamento das tarifas rodoviárias.";II.DIREITO ADMINISTRATIVO;10. Poder de Polícia;sem aderência
TRF125-81;Romeu, juiz federal da Seção Judiciária da Bahia, defere liminar em mandado de segurança impetrado contra o Superintendente da Receita Federal daquele belo estado. À luz da legislação de regência, a suspensão de execução dessa decisão liminar:;"(A) deve ser requerida exclusivamente pelo Ministério Público Federal, sendo processada e julgada por um dos desembargadores do Tribunal Regional Federal da 1ª Região; | (B) pode ser requerida pelo Ministério Público Federal, sendo processada e julgada por um dos desembargadores do Tribunal Regional Federal da 1ª Região; | (C) deve ser requerida exclusivamente pela Advocacia-Geral da União, sendo processada e julgada pelo desembargador presidente do Tribunal Regional Federal da 1ª Região; | (D) pode ser requerida tanto pelo Ministério Público Federal quanto pela Advocacia-Geral da União, sendo processada e julgada pelo desembargador presidente do Tribunal Regional Federal da 1ª Região; | (E) pode ser requerida tanto pelo Ministério Público Federal quanto pela Advocacia-Geral da União, sendo processada e julgada por um dos desembargadores federais do Tribunal Regional Federal da 1ª Região. Tribunal Regional Federal da 1ª Região FGV Conhecimento Juiz Federal Substituto Tipo 1 ̶ Página 27";V.DIREITO PROCESSUAL CIVIL;20. O Poder Público em juízo;sem aderencia. (subtópico não encontrado)
TRF125-82;Um laboratório de biotecnologia pretende realizar pesquisas com organismos geneticamente modificados (OGMs) para o desenvolvimento de um novo produto agrícola. Durante o planejamento das atividades, surgem dúvidas sobre as competências dos órgãos envolvidos na regulamentação e fiscalização de OGMs. Conforme a Lei de Biossegurança (Lei nº 11.105/2005), é correto afirmar que:;"(A) a Comissão Técnica Nacional de Biossegurança é responsável por formular e implementar políticas nacionais de biossegurança, cabendo a ela a tomada de decisões estratégicas sobre a liberação comercial de OGMs; | (B) o Conselho Nacional de Biossegurança tem competência para analisar e emitir pareceres técnicos sobre a segurança de OGMs, além de autorizar pesquisas e liberações comerciais desses organismos; | (C) o Ministério do Meio Ambiente é responsável por fiscalizar e monitorar os impactos ambientais decorrentes da liberação de OGMs, enquanto o Ministério da Saúde avalia os riscos à saúde humana; | (D) a Comissão Técnica Nacional de Biossegurança é responsável por avaliar tecnicamente a segurança de OGMs e emitir pareceres sobre pesquisas e liberações comerciais, enquanto o Conselho Nacional de Biossegurança analisa questões socioeconômicas e de interesse nacional relacionadas aos OGMs; | (E) o Conselho Nacional de Biossegurança tem a atribuição de fiscalizar diretamente as atividades de pesquisa com OGMs, cabendo ao Ministério da Saúde a avaliação técnica dos riscos ambientais.";VI.DIREITO CIVIL;17. Direitos das pessoas com deficiência: inclusão, direitos e garantias legais e co;sem aderência
TRF125-83;Um empreendedor construiu uma barragem para fins de armazenamento de resíduos industriais. Após a conclusão da obra, o empreendedor foi notificado pelos órgãos ambientais sobre a necessidade de cumprir determinadas obrigações legais para garantir a segurança da estrutura. Considerando a Lei nº 12.334/2010, que estabelece a Política Nacional de Segurança de Barragens, é correto afirmar que o empreendedor de barragens tem a obrigação legal de:;"(A) realizar vistorias periódicas na barragem, com frequência mínima de seis meses, e elaborar relatórios técnicos que comprovem a estabilidade da estrutura; | (B) contratar um seguro que cubra possíveis danos ambientais e materiais decorrentes de acidentes com a barragem, além de apresentar anualmente um relatório financeiro detalhado ao órgão fiscalizador; | (C) elaborar e manter atualizado o Plano de Segurança da Barragem, que deve incluir ações de monitoramento, inspeções e procedimentos de emergência, submetendo-o à aprovação do órgão fiscalizador; | (D) disponibilizar publicamente, em site próprio, todas as informações técnicas e os relatórios de inspeção da barragem, além de realizar audiências públicas trimestrais para discutir a segurança da estrutura; | (E) realizar a desativação da barragem apenas quando houver indícios de risco iminente de rompimento, apresentando um relatório técnico simplificado ao órgão fiscalizador.";VI.DIREITO CIVIL;15. Direitos reais sobre coisas próprias e alheias;sem aderência
TRF125-84;Uma empresa foi autuada por despejar resíduos químicos em um rio, causando danos ambientais significativos. Durante o processo administrativo, verificou-se que a empresa já havia sido penalizada por infrações ambientais anteriores. Considerando a Lei nº 9.605/1998 (Lei de Crimes Ambientais), é correto afirmar que, no caso acima, as penas devem ser aplicadas:;"(A) considerando a gravidade do fato, os antecedentes da empresa e a análise dos danos causados ao meio ambiente; | (B) sem considerar os antecedentes da empresa, mas levando em conta a gravidade do dano ambiental causado e a capacidade econômica do infrator; | (C) após a realização de um estudo de impacto ambiental detalhado, que inclua a análise de alternativas para evitar futuros danos; | (D) de forma atenuada, considerando a capacidade econômica da empresa e grau de culpa, sem levar em conta a gravidade do dano ou os antecedentes; | (E) de forma proporcional à capacidade técnica da empresa, com base em um relatório de auditoria ambiental independente.";VI.DIREITO CIVIL;10. Responsabilidade civil;sem aderência
TRF125-85;O Município Z identificou uma área central subutilizada que não atende à função social da propriedade, conforme estabelece o Estatuto da Cidade (Lei nº 10.257/2001). Para promover a requalificação urbana dessa região, o município propôs aos proprietários locais a formação de um consórcio imobiliário. Com base no Estatuto da Cidade, é correto afirmar que:;"(A) o consórcio imobiliário permite que o proprietário transfira seu imóvel ao poder público municipal e, após a conclusão das obras, receba unidades imobiliárias urbanizadas ou edificadas como pagamento; | (B) para a formação de um consórcio imobiliário, é necessário que o proprietário comprove capacidade financeira para arcar com parte dos custos das obras de urbanização e edificação; | (C) o consórcio imobiliário só pode ser estabelecido se a área em questão estiver inserida em uma operação urbana consorciada previamente aprovada pelo município; | (D) a implementação de um consórcio imobiliário exige que o proprietário mantenha a posse direta do imóvel durante toda a execução das obras, transferindo a propriedade ao poder público apenas após a conclusão dos trabalhos; | (E) o consórcio imobiliário somente pode ser aplicado em áreas destinadas exclusivamente à regularização fundiária de assentamentos informais consolidados há mais de cinco anos. Tribunal Regional Federal da 1ª Região FGV Conhecimento Juiz Federal Substituto Tipo 1 ̶ Página 28";II.DIREITO ADMINISTRATIVO;11. Poder de polícia e direitos reais;sem aderencia. (subtópico não encontrado)
TRF125-86;O Município Y está situado em uma região onde diversos outros municípios compartilham sistemas de abastecimento de água e tratamento de esgoto. Diante dessa realidade, os gestores municipais estão avaliando a melhor forma de organizar a prestação dos serviços públicos de saneamento básico. Considerando as disposições da Lei de Diretrizes Nacionais para o Saneamento Básico (Lei nº 11.445/2007), é correto afirmar que:;"(A) a titularidade dos serviços públicos de saneamento básico em regiões metropolitanas é exercida exclusivamente pelos estados, independentemente da participação dos municípios envolvidos; | (B) municípios inseridos em aglomerações urbanas podem formar consórcios intermunicipais para a gestão associada dos serviços de saneamento básico, desde que instituam fundação intermunicipal para a prestação dos serviços; | (C) a prestação regionalizada dos serviços de saneamento básico, em microrregiões, deve ser organizada por meio de gestão associada voluntária entre os municípios envolvidos, sem a necessidade de participação do estado; | (D) a gestão associada dos serviços públicos de saneamento básico em regiões metropolitanas requer a celebração de convênios entre os municípios e o estado; | (E) os municípios, ao integrarem regiões metropolitanas, mantêm sua autonomia plena para gerir individualmente os serviços de saneamento básico, sem necessidade de coordenação com os demais entes federativos.";II.DIREITO ADMINISTRATIVO;12. Serviço Público;sem aderência
TRF125-87;A empresa ABC submeteu um pedido de licenciamento ambiental para a instalação de uma usina de reciclagem. Devido a pendências na documentação apresentada, o processo foi arquivado pelo órgão ambiental competente. Considerando as disposições da Resolução CONAMA nº 237/1997, é correto afirmar, quanto às implicações desse arquivamento, que:;"(A) a empresa deve aguardar um período mínimo de 12 meses após o arquivamento para submeter um novo requerimento de licença; | (B) a reapresentação do pedido de licença requer que seja realizado um novo Estudo de Impacto Ambiental (EIA), mesmo que o empreendimento permaneça inalterado; | (C) a empresa pode protocolar um novo requerimento de licença a qualquer momento, desde que efetuado novo pagamento do custo de análise; | (D) o novo requerimento de licença só será aceito se houver alterações significativas nas atividades inicialmente previstas no pedido anterior; | (E) a empresa, após o arquivamento, está isenta do pagamento de novo custo de análise se reapresentar o requerimento dentro de 6 meses.";II.DIREITO ADMINISTRATIVO;8. Licitação pública;sem aderencia. (subtópico não encontrado)
TRF125-88;Em regra, os juízes brasileiros aplicam a lei brasileira. No entanto, em situações excepcionais, como aquelas previstas na Lei de Introdução às Normas do Direito Brasileiro, é a lei do país em que a pessoa está domiciliada que regulamentará o começo e fim da sua personalidade, o nome, a capacidade e os direitos de família relacionados a ela. Sobre a aplicação do direito estrangeiro no Brasil, é correto afirmar que a lei estrangeira:;"(A) será equiparada à lei federal; | (B) será equiparada a decreto presidencial; | (C) terá status correspondente àquele que tem no país de origem; | (D) será equiparada à lei municipal ou à lei estadual, a depender da competência; | (E) será equiparada à lei federal, com exceção das normas sobre Direitos Humanos, que terão status constitucional.";I. DIREITO CONSTITUCIONAL;1. Teoria da Constituição e do Direito Constitucional;sem aderencia. (subtópico não encontrado)
TRF125-89;A Emenda Constitucional nº 45, de 2004, instituiu a possibilidade de que tratados internacionais de direitos humanos sejam submetidos a processo legislativo de aprovação específico para alcançar o status de emenda constitucional. É um exemplo de tratado internacional que passou por esse processo legislativo e tem, hoje, status de emenda constitucional:;"(A) a Convenção sobre os Direitos da Criança; | (B) o Pacto Internacional de Direitos Civis e Políticos; | (C) a Convenção Interamericana sobre Direitos Humanos; | (D) a Convenção Internacional sobre os Direitos das Pessoas com Deficiência; | (E) a Convenção sobre a Eliminação de Todas as Formas de Discriminação contra a Mulher.";IV.DIREITOS HUMANOS;6. Os direitos humanos na Constituição Federal de 1988;sem aderencia. (subtópico não encontrado)
TRF125-90;O conceito de jus cogens se refere às normas imperativas de direito internacional geral, definidas pela Convenção de Viena sobre o Direito dos Tratados de 1969 como normas aceitas e reconhecidas pela comunidade internacional dos Estados como um todo. Com relação a esse tema, é correto afirmar que:;"(A) as normas de jus cogens, uma vez reconhecidas pela Corte Internacional de Justiça, se sobrepõem às normas convencionais, invalidando-as; | (B) as resoluções do Conselho de Segurança da ONU aprovadas sob a égide do capítulo VII da Carta da ONU têm status de normas de jus cogens; | (C) pelo critério da especialidade, costumes podem se sobrepor às normas de jus cogens quando se caracterizarem como específicos de uma região; | (D) as normas de jus cogens se sobrepõem apenas aos tratados internacionais que foram celebrados depois de 1969; | (E) o surgimento de uma norma de jus cogens leva à anulação de qualquer tratado internacional que esteja em conflito com ela. Tribunal Regional Federal da 1ª Região FGV Conhecimento Juiz Federal Substituto Tipo 1 ̶ Página 29";IV.DIREITOS HUMANOS;2. Sistema global de proteção dos direitos humanos;sem aderencia. (subtópico não encontrado)
TRF125-91;O Brasil reconheceu a competência jurisdicional contenciosa da Corte Interamericana de Direitos Humanos (Corte IDH) em 2002, e, desde então, a responsabilidade internacional do Estado brasileiro por violações a direitos protegidos pelo Pacto de São José da Costa Rica foi reconhecida em diversos casos. De acordo com o Painel de Monitoramento das Decisões da Corte IDH, entre as 130 medidas de reparação determinadas para casos em que o Brasil foi condenado, 95 restavam pendentes de cumprimento (dados de fevereiro/2025). Sobre a execução de sentenças da Corte IDH em que o Brasil é parte, é correto afirmar que:;"(A) o Superior Tribunal de Justiça é considerado competente para homologá-las; | (B) o governo brasileiro tem o dever de cumpri-las espontaneamente; | (C) o governo brasileiro tem obrigação de manter o Painel de Monitoramento atualizado mensalmente; | (D) a União tem obrigação de cumprir as determinações relativas à indenização de vítimas, e os entes subnacionais são responsáveis pelo cumprimento das demais medidas de reparação; | (E) a Corte informará ao Secretário-Geral da Organização dos Estados Americanos os casos em que há pendência no cumprimento de suas determinações.";IV.DIREITOS HUMANOS;3. Sistema regional interamericano de proteção dos direitos humanos;sem aderência
TRF125-92;Paulo José, brasileiro domiciliado em Lisboa, Portugal, veio a falecer durante a pandemia da covid-19 e deixou como herdeiros apenas três filhos, todos brasileiros, domiciliados também no Brasil. Considerando que ele tinha bens tanto no Brasil quanto em Lisboa, é correto afirmar que:;"(A) compete à justiça portuguesa decidir sobre a sucessão dos bens de Paulo José no Brasil e em Portugal; | (B) a lei de Portugal terá prevalência sobre a brasileira em razão do domicílio do falecido; | (C) a lei brasileira não tem aplicação em relação à sucessão dos bens de Paulo José em Portugal; | (D) poderá tanto a justiça brasileira quanto a justiça portuguesa decidir sobre os bens de Paulo José, a depender da preferência dos seus três filhos; | (E) é competente a justiça brasileira para decidir sobre os bens de Paulo José que se encontram nos dois países, já que no Brasil prevalece o princípio da universalidade sucessória e a lógica da unidade da sucessão.";I. DIREITO CONSTITUCIONAL;9. Organização do Estado e da repartição de competências;sem aderencia. (subtópico não encontrado)
TRF125-93;Os procedimentos especiais do Conselho de Direitos Humanos das Nações Unidas (CDH) funcionam por meio de especialistas que têm mandatos para defender e promover os Direitos Humanos, seja com relação a um tema específico, seja com relação a um país onde há graves riscos de violações. São dezenas de Relatores Especiais, Especialistas Independentes e Grupos de Trabalho que monitoram a ampla gama de Direitos Humanos internacionalmente reconhecidos e situações específicas que apresentam graves riscos de violação desses direitos. Em relação à atuação desses especialistas, é correto afirmar que:;"(A) podem atuar apenas em casos individuais, quando houver o esgotamento de recursos domésticos; | (B) dependem da aprovação do país em que houve uma violação de Direitos Humanos para se manifestar; | (C) realizam visitas in loco para avaliar a situação de Direitos Humanos no nível nacional e emitem recomendações; | (D) podem determinar, em casos de graves violação de Direitos Humanos, a suspensão de um país integrante do CDH; | (E) se reúnem anualmente em Genebra e definem a agenda de discussões do CDH.";IV.DIREITOS HUMANOS;3. Sistema regional interamericano de proteção dos direitos humanos;sem aderencia. (subtópico não encontrado)
TRF125-94;Uma organização da sociedade civil, que tem entre seus objetivos o de defender as vítimas de persecução ilícita praticada por quaisquer estruturas estatais de poder, decidiu ingressar em juízo com ação coletiva, em defesa dos seus associados, visando ao reconhecimento da ilicitude do uso de dados pessoais, em processos de responsabilização individual, nas distintas instâncias existentes, à margem dos balizamentos estabelecidos pela Lei Geral de Proteção dos Dados Pessoais (LGPD). O magistrado competente, ao analisar o processo, concluiu corretamente, à luz da LGPD, que:;"(A) podem ser utilizados dados pessoais na investigação penal, à margem dos balizamentos estabelecidos por esse diploma normativo; | (B) é inviável a atuação coletiva da referida organização da sociedade civil, pois os dados pessoais têm natureza personalíssima; | (C) não deve ser admitido o uso de dados pessoais, dos próprios indivíduos implicados, em processos de responsabilização individual, qualquer que seja a instância; | (D) pode ser admitido o uso de dados pessoais, em todas as instâncias de responsabilização, desde que seja precedido de autorização judicial, observados os balizamentos da LGPD; | (E) o uso de dados pessoais importa no seu tratamento, que pode ser realizado por todos os órgãos estatais competentes para promover a responsabilização individual, nos termos da LGPD, desde que a obtenção desses dados decorra de autorização judicial. Tribunal Regional Federal da 1ª Região FGV Conhecimento Juiz Federal Substituto Tipo 1 ̶ Página 30";V.DIREITO PROCESSUAL CIVIL;22. Tutela dos interesses transindividuais;sem aderência
TRF125-95;A sociedade empresária Alfa, cujo objeto social é a produção e comercialização de peças de vestuário, está há décadas estabelecida no território nacional, tendo influenciado fortemente as tendências da moda em alguns períodos. Com o objetivo de ampliar as chances de êxito de sua próxima coleção de verão, contratou uma agência publicitária para estruturar a propaganda comercial a ser utilizada. Na ocasião, o diretor presidente de Alfa, especialista em economia comportamental, perguntou aos profissionais da agência sobre a relevância das características de Alfa e de sua influência pretérita na moda, na perspectiva das heurísticas, para a estruturação da propaganda comercial. Foi corretamente esclarecido ao diretor presidente que:;"(A) como as heurísticas instrumentalizam o pragmatismo, que é essencialmente antifundacionalista, a imagem pretérita de Alfa não terá qualquer relevância nessa perspectiva de análise; | (B) as heurísticas, por serem direcionadas à obtenção de novas informações a partir de cenários de incerteza, partem da pré-compreensão do público alvo, que levará em consideração a imagem pretérita de Alfa; | (C) como as heurísticas direcionam um processo cognitivo de viés estrutural, em que cada fator é detalhadamente analisado, postergando o processo de decisão, a imagem pretérita de Alfa terá grande relevância; | (D) a heurística de representatividade tende a direcionar o processo cognitivo de tomada de decisão do público-alvo, que conheça a qualidade pretérita de Alfa, em relação à previsão da qualidade da nova coleção; | (E) a heurística de disponibilidade tende a fazer que o indivíduo direcione o seu processo decisório por probabilidades e informações ao seu alcance, de modo que as impressões pretéritas sobre Alfa serão facilmente afastadas.";III.NOÇÕES GERAIS DE DIREITO E FORMAÇÃO HUMANÍSTICA;8. Cognição do juiz e tomada de decisão;sem aderencia. (subtópico não encontrado)
TRF125-96;"Em relação às partes, a partir da interpretação do mesmo preceito normativo, alcançavam normas distintas, o que influenciava diretamente na compreensão do objeto da lide. Uma das partes argumentava que o teor da norma que individualizara estava em perfeita harmonia com a lógica do razoável. Afinal: I. referenciais semióticos não são refratários a referenciais axiológicos, pois os últimos concorrem para a atribuição de significado aos primeiros; II. a interpretação jurídica é indissociável da individualização da inferência correta, materializada no conteúdo da norma; e III. a validade da norma jurídica deve ser reconhecida em uma perspectiva extrínseca. Ao analisar a compatibilidade dessas três assertivas com a lógica do razoável, o magistrado concluiu corretamente que:";"(A) todas são compatíveis; | (B) apenas a assertiva I é compatível; | (C) apenas a assertiva II é compatível; | (D) apenas as assertivas I e III são compatíveis; | (E) apenas as assertivas II e III são compatíveis.";V.DIREITO PROCESSUAL CIVIL;5. Participação dos sujeitos do processo;sem aderencia. (subtópico não encontrado)
TRF125-97;O Poder Executivo federal, por meio do órgão competente, publicou edital de licitação para a contratação de obra de grande vulto, considerando o valor inicial do contrato. A sociedade empresária Alfa, que almejava concorrer no certame, constatou que uma das cláusulas do edital fazia referência a programa de integridade. Ao analisar a referida cláusula de maneira conjunta com as normas de regência, legais e infralegais, o diretor presidente de Alfa concluiu corretamente que o referido programa deve ser:;"(A) avaliado por ocasião da fase de habilitação; | (B) implantado a posteriori, caso Alfa vença a licitação; | (C) certificado, pelo órgão competente, em momento anterior à publicação do edital; | (D) considerado como critério de desempate, caso Alfa apresente declaração de que o possui; | (E) comprovado por ocasião da adjudicação do objeto da licitação, caso Alfa seja vencedora.";II.DIREITO ADMINISTRATIVO;8. Licitação pública;sem aderencia. (subtópico não encontrado)
TRF125-98;Ana, Maria e Joana participaram de audiência pública na qual foram debatidos os balizamentos a serem observados pela União na demarcação de uma reserva indígena. Ana sustentava o caráter constitutivo da demarcação nas hipóteses em que a terra era ocupada por particulares, com título de propriedade devidamente registrado, propriedade esta que seria transferida para a União, pois a reserva constitui bem público. Maria defendia que a existência de terras tradicionalmente ocupadas por comunidades indígenas, o que direcionaria a demarcação da reserva, caracterizava uma posse idêntica à civil. Por fim, Joana observou que a tradicionalidade da ocupação indígena se estende, inclusive, às áreas utilizadas para atividades produtivas, de viés essencialmente econômico. Na perspectiva da conformidade constitucional das afirmações de Ana, Maria e Joana, é correto concluir que:;"(A) somente Ana está certa; | (B) somente Maria está certa; | (C) somente Joana está certa; | (D) somente Ana e Maria estão certas; | (E) somente Maria e Joana estão certas. Tribunal Regional Federal da 1ª Região FGV Conhecimento Juiz Federal Substituto Tipo 1 ̶ Página 31";IV.DIREITOS HUMANOS;9. Direitos dos Povos Originários;sem aderencia. (subtópico não encontrado)
TRF125-99;No curso dos anos, a Corte Interamericana de Direitos Humanos tem se deparado com casos de superlotação carcerária em presídios de diversos países – Estados-Partes signatários da Convenção Americana sobre Direitos Humanos (Pacto de São José da Costa Rica). Não poucas vezes, aponta que a presença de presos gira em torno de 200% da capacidade da unidade e assinala, inclusive, que isso se dá com verificação e autorização das autoridades judiciárias locais. Isso claramente se alia a diversos outros riscos e problemas, como, por exemplo, a falta de um plano de extinção de incêndio e a constatação de que presos podem ver o sol uma vez por mês, a comida está estragada e inexistem colchões em número suficiente. À luz do sistema regional interamericano de proteção dos direitos humanos, é correto afirmar que:;"(A) a Corte Interamericana de Direitos Humanos não possui mecanismo para tentar solucionar casos urgentes, antes da prolação da sentença final, ante a ausência de previsão normativa; | (B) a Corte Interamericana de Direitos Humanos pode adotar medidas provisórias, desde que o caso seja urgente e haja necessidade de serem evitados danos irreparáveis a uma coletividade de pessoas; | (C) nos assuntos não submetidos ao conhecimento da Corte Interamericana de Direitos Humanos, não é possível a adoção de qualquer medida provisória, seja de ofício, seja por provocação da Comissão Interamericana de Direitos Humanos; | (D) no curso de um processo, a Corte Interamericana de Direitos Humanos não pode tentar solucionar casos urgentes, porque se entende haver uma reserva de jurisdição do Estado-Parte, que não pode ser provocado, com fundamento na soberania; | (E) a Corte Interamericana de Direitos Humanos, nos casos contenciosos de que tiver conhecimento, poderá receber diretamente pedido de medida provisória, que tenha relação com o objeto do caso, veiculado pelas (supostas) vítimas ou seus representantes.";IV.DIREITOS HUMANOS;3. Sistema regional interamericano de proteção dos direitos humanos;sem aderência
TRF125-100;No trâmite de um processo penal condenatório, o magistrado verificou que o réu já havia sido processado e julgado pelo mesmo fato em outro país. Nesse, observado o devido processo e as demais normas relacionadas à legitimidade do processo, ele foi condenado em processo já transitado em julgado, por transportar 17 quilogramas de cocaína. A defesa, então, dentre outros fundamentos, afirmou a proibição de dupla persecução penal, com base na Convenção Americana sobre Direitos Humanos e no Pacto Internacional sobre Direitos Civis e Políticos. Conclusos os autos ao magistrado, é correto afirmar que:;"(A) o Brasil, ao aderir a uma convenção ou um tratado internacional, não incorpora a norma à sua ordem jurídica e, por isso, o controle de convencionalidade não pode se utilizar de tais atos como fundamento de validade de normas inferiores; | (B) a Corte Interamericana de Direitos Humanos decidiu que o princípio de non bis in idem está inserido na Convenção, garantindo uma proteção mais ampla, por proibir a dupla persecução pelos mesmos fatos e não apenas pelos mesmos crimes; | (C) o controle de convencionalidade, tal como o controle de constitucionalidade, é feito com olhos no fundamento de validade da norma da hierarquia interior, e, como as normas sobre direitos humanos são tidas como de status constitucional, apenas o Supremo Tribunal Federal pode levar a efeito; | (D) o Brasil ao promulgar o Pacto Internacional sobre Direitos Civis e Políticos, que proíbe a dupla persecução penal, tanto em casos de absolvição, como de condenação, com decisão transitada em julgado, promoveu uma declaração interpretativa, para admitir a aludida persecução em hipóteses de tráfico internacional de drogas; | (E) a Convenção Americana sobre Direitos Humanos proíbe a dupla persecução penal, sobretudo para os casos de absolvição, com trânsito em julgado; porém o Brasil, ao internalizar o ato internacional, fez expressa reserva ao dispositivo mencionado, o que torna possível, à luz da Convenção, o prosseguimento da persecução penal. Tribunal Regional Federal da 1ª Região FGV Conhecimento Juiz Federal Substituto Tipo 1 Tribunal Regional Federal da 1ª Região FGV Conhecimento Juiz Federal Substituto Tipo 1 Tribunal Regional Federal da 1ª Região FGV Conhecimento Juiz Federal Substituto Tipo 1 Realização";IV.DIREITOS HUMANOS;4. Controle de convencionalidade;6. Os direitos humanos na Constituição Federal de 1988
TRF325-1;Assinale a alternativa correta:;(A) Conforme o Tema 1120/STF, em respeito à separação dos poderes, prevista no art. 2º da Constituição Federal, o Poder Judiciário não pode exercer o controle de constitucionalidade em relação à interpretação do sentido e do alcance de preceitos meramente regimentais das Casas Legislativas, por se tratar de matéria interna corporis. | (B) Tendo em vista o art. 114, I da Constituição Federal, a Justiça Trabalhista é competente para julgar ação ajuizada por servidor celetista contra o Poder Público Federal, mesmo em se tratando de parcela de natureza administrativa, porque se trata de pleito pertinente ao contrato regido pela CLT. | (C) Por força do art. 114, I e II, da Constituição Federal, a Justiça Comum, Federal ou Estadual, é competente para julgar a abusividade de greve de servidores públicos celetistas da administração pública direta, autarquias e fundações públicas. | (D) Segundo o Tema 944/STF, com fundamento no art. 1º, III, art. 3º, IV, art. 4º, II, IV e V, art. 5º, II, XXXV e LIV, e art. 133, todos da Constituição Federal, atos ilícitos praticados por Estados estrangeiros em violação a direitos humanos, dentro do território brasileiro, gozam de imunidade de jurisdição. | (E) Diante da conclusão do Tema 947/STF, organismos internacionais não têm imunidade de jurisdição por não serem equiparados a Estados estrangeiros e, por isso, podem ser demandados perante a Justiça Federal.;I. DIREITO CONSTITUCIONAL;12. Poder Judiciário;sem aderencia. (subtópico não encontrado)
TRF325-2;Assinale a alternativa correta:;(A) Diante do art. 7º, XXX, e do art. 37, caput, II e IX, ambos do corpo permanente da Constituição Federal, bem como do art. 10, II, “b” do ADCT, a trabalhadora gestante tem direito ao gozo de licença-maternidade e à estabilidade provisória, independentemente do regime jurídico aplicável, se contratual ou administrativo, ainda que ocupe cargo em comissão, exceto se contratada por tempo determinado (pacta sunt servanda). | (B) Nos moldes do art. 37, X e § 6 º, da Constituição Federal, gera direito subjetivo a indenização o não encaminhamento de projeto de lei de revisão anual dos vencimentos dos servidores públicos, sob pena da violação à irredutibilidade de salários. | (C) Segundo o Tema 1072 do STF, em união homoafetiva, terá direito à licença-maternidade apenas a mãe servidora ou trabalhadora gestante. A companheira não gestante fará jus à licença pelo período equivalente ao da licença-paternidade. | (D) Dado ao sentido e alcance do art. 37, § 5º, da Constituição Federal, é imprescritível a ação de reparação de danos à Fazenda Pública decorrente de ilícito civil. | (E) Em vista do Tema 940/STF, ao teor do disposto no art. 37, § 6º, da Constituição Federal, a ação por danos causados por agente público deve ser ajuizada contra o Estado ou a pessoa jurídica de direito privado prestadora de serviço público, sendo parte ilegítima para a ação o autor do ato, assegurado o direito de regresso contra o responsável nos casos de dolo ou culpa.;I. DIREITO CONSTITUCIONAL;7. Acesso à justiça;sem aderencia. (subtópico não encontrado)
